"icd","icddesc","icdvers","hcc","rxhcc","inhcc","inrxhcc","year"
"70702","Pressure ulcer, upr back",9,148,,"Yes","No",2011
"70703","Pressure ulcer, low back",9,148,,"Yes","No",2011
"70704","Pressure ulcer, hip",9,148,,"Yes","No",2011
"70705","Pressure ulcer, buttock",9,148,,"Yes","No",2011
"70706","Pressure ulcer, ankle",9,148,,"Yes","No",2011
"70707","Pressure ulcer, heel",9,148,,"Yes","No",2011
"70709","Pressure ulcer, site NEC",9,148,,"Yes","No",2011
"70710","Ulcer of lower limb NOS",9,149,142,"Yes","Yes",2011
"70711","Ulcer of thigh",9,149,142,"Yes","Yes",2011
"70712","Ulcer of calf",9,149,142,"Yes","Yes",2011
"70713","Ulcer of ankle",9,149,142,"Yes","Yes",2011
"70714","Ulcer of heel & midfoot",9,149,142,"Yes","Yes",2011
"70715","Ulcer other part of foot",9,149,142,"Yes","Yes",2011
"70719","Ulcer oth part low limb",9,149,142,"Yes","Yes",2011
"70720","Pressure ulcer,stage NOS",9,148,,"Yes","No",2011
"70721","Pressure ulcer, stage I",9,148,,"Yes","No",2011
"70722","Pressure ulcer, stage II",9,148,,"Yes","No",2011
"70723","Pressure ulcer,stage III",9,148,,"Yes","No",2011
"70724","Pressure ulcer, stage IV",9,148,,"Yes","No",2011
"70725","Pressure ulcer,unstagebl",9,148,,"Yes","No",2011
"7078","Chronic skin ulcer NEC",9,149,142,"Yes","Yes",2011
"7079","Chronic skin ulcer NOS",9,149,142,"Yes","Yes",2011
"7100","Syst lupus erythematosus",9,38,42,"Yes","Yes",2011
"7101","Systemic sclerosis",9,38,42,"Yes","Yes",2011
"7102","Sicca syndrome",9,38,42,"Yes","Yes",2011
"7103","Dermatomyositis",9,38,42,"Yes","Yes",2011
"7104","Polymyositis",9,38,42,"Yes","Yes",2011
"7105","Eosinophilia myalgia snd",9,38,42,"Yes","Yes",2011
"7108","Diff connect tis dis NEC",9,38,42,"Yes","Yes",2011
"7109","Diff connect tis dis NOS",9,38,42,"Yes","Yes",2011
"71100","Pyogen arthritis-unspec",9,37,,"Yes","No",2011
"71101","Pyogen arthritis-shlder",9,37,,"Yes","No",2011
"71102","Pyogen arthritis-up/arm",9,37,,"Yes","No",2011
"71103","Pyogen arthritis-forearm",9,37,,"Yes","No",2011
"71104","Pyogen arthritis-hand",9,37,,"Yes","No",2011
"71105","Pyogen arthritis-pelvis",9,37,,"Yes","No",2011
"71106","Pyogen arthritis-l/leg",9,37,,"Yes","No",2011
"71107","Pyogen arthritis-ankle",9,37,,"Yes","No",2011
"71108","Pyogen arthritis NEC",9,37,,"Yes","No",2011
"71109","Pyogen arthritis-mult",9,37,,"Yes","No",2011
"71110","Reiter arthritis-unspec",9,37,41,"Yes","Yes",2011
"71111","Reiter arthritis-shlder",9,37,41,"Yes","Yes",2011
"71112","Reiter arthritis-up/arm",9,37,41,"Yes","Yes",2011
"71113","Reiter arthritis-forearm",9,37,41,"Yes","Yes",2011
"71114","Reiter arthritis-hand",9,37,41,"Yes","Yes",2011
"71115","Reiter arthritis-pelvis",9,37,41,"Yes","Yes",2011
"71116","Reiter arthritis-l/leg",9,37,41,"Yes","Yes",2011
"71117","Reiter arthritis-ankle",9,37,41,"Yes","Yes",2011
"71118","Reiter arthritis NEC",9,37,41,"Yes","Yes",2011
"71119","Reiter arthritis-mult",9,37,41,"Yes","Yes",2011
"71120","Behcet arthritis-unspec",9,37,41,"Yes","Yes",2011
"71121","Behcet arthritis-shlder",9,37,41,"Yes","Yes",2011
"71122","Behcet arthritis-up/arm",9,37,41,"Yes","Yes",2011
"71123","Behcet arthritis-forearm",9,37,41,"Yes","Yes",2011
"71124","Behcet arthritis-hand",9,37,41,"Yes","Yes",2011
"71125","Behcet arthritis-pelvis",9,37,41,"Yes","Yes",2011
"71126","Behcet arthritis-l/leg",9,37,41,"Yes","Yes",2011
"71127","Behcet arthritis-ankle",9,37,41,"Yes","Yes",2011
"71128","Behcet arthritis NEC",9,37,41,"Yes","Yes",2011
"71129","Behcet arthritis-mult",9,37,41,"Yes","Yes",2011
"71130","Dysenter arthrit-unspec",9,37,,"Yes","No",2011
"71131","Dysenter arthrit-shlder",9,37,,"Yes","No",2011
"71132","Dysenter arthrit-up/arm",9,37,,"Yes","No",2011
"71133","Dysenter arthrit-forearm",9,37,,"Yes","No",2011
"71134","Dysenter arthrit-hand",9,37,,"Yes","No",2011
"71135","Dysenter arthrit-pelvis",9,37,,"Yes","No",2011
"71136","Dysenter arthrit-l/leg",9,37,,"Yes","No",2011
"71137","Dysenter arthrit-ankle",9,37,,"Yes","No",2011
"71138","Dysenter arthrit NEC",9,37,,"Yes","No",2011
"71139","Dysenter arthrit-mult",9,37,,"Yes","No",2011
"71140","Bact arthritis-unspec",9,37,,"Yes","No",2011
"71141","Bact arthritis-shlder",9,37,,"Yes","No",2011
"71142","Bact arthritis-up/arm",9,37,,"Yes","No",2011
"71143","Bact arthritis-forearm",9,37,,"Yes","No",2011
"71144","Bact arthritis-hand",9,37,,"Yes","No",2011
"71145","Bact arthritis-pelvis",9,37,,"Yes","No",2011
"71146","Bact arthritis-l/leg",9,37,,"Yes","No",2011
"71147","Bact arthritis-ankle",9,37,,"Yes","No",2011
"71148","Bact arthritis NEC",9,37,,"Yes","No",2011
"71149","Bact arthritis-mult",9,37,,"Yes","No",2011
"71150","Viral arthritis-unspec",9,37,,"Yes","No",2011
"71151","Viral arthritis-shlder",9,37,,"Yes","No",2011
"71152","Viral arthritis-up/arm",9,37,,"Yes","No",2011
"71153","Viral arthritis-forearm",9,37,,"Yes","No",2011
"71154","Viral arthritis-hand",9,37,,"Yes","No",2011
"71155","Viral arthritis-pelvis",9,37,,"Yes","No",2011
"71156","Viral arthritis-l/leg",9,37,,"Yes","No",2011
"71157","Viral arthritis-ankle",9,37,,"Yes","No",2011
"71158","Viral arthritis NEC",9,37,,"Yes","No",2011
"71159","Viral arthritis-mult",9,37,,"Yes","No",2011
"71160","Mycotic arthritis-unspec",9,37,,"Yes","No",2011
"71161","Mycotic arthritis-shlder",9,37,,"Yes","No",2011
"71162","Mycotic arthritis-up/arm",9,37,,"Yes","No",2011
"71163","Mycotic arthrit-forearm",9,37,,"Yes","No",2011
"71164","Mycotic arthritis-hand",9,37,,"Yes","No",2011
"71165","Mycotic arthritis-pelvis",9,37,,"Yes","No",2011
"71166","Mycotic arthritis-l/leg",9,37,,"Yes","No",2011
"71167","Mycotic arthritis-ankle",9,37,,"Yes","No",2011
"71168","Mycotic arthritis NEC",9,37,,"Yes","No",2011
"71169","Mycotic arthritis-mult",9,37,,"Yes","No",2011
"71170","Helminth arthrit-unspec",9,37,,"Yes","No",2011
"71171","Helminth arthrit-shlder",9,37,,"Yes","No",2011
"71172","Helminth arthrit-up/arm",9,37,,"Yes","No",2011
"71173","Helminth arthrit-forearm",9,37,,"Yes","No",2011
"71174","Helminth arthrit-hand",9,37,,"Yes","No",2011
"71175","Helminth arthrit-pelvis",9,37,,"Yes","No",2011
"71176","Helminth arthrit-l/leg",9,37,,"Yes","No",2011
"71177","Helminth arthrit-ankle",9,37,,"Yes","No",2011
"71178","Helminth arthrit NEC",9,37,,"Yes","No",2011
"71179","Helminth arthrit-mult",9,37,,"Yes","No",2011
"71180","Inf arthritis NEC-unspec",9,37,,"Yes","No",2011
"71181","Inf arthritis NEC-shlder",9,37,,"Yes","No",2011
"71182","Inf arthritis NEC-up/arm",9,37,,"Yes","No",2011
"71183","Inf arthrit NEC-forearm",9,37,,"Yes","No",2011
"71184","Inf arthritis NEC-hand",9,37,,"Yes","No",2011
"71185","Inf arthritis NEC-pelvis",9,37,,"Yes","No",2011
"71186","Inf arthritis NEC-l/leg",9,37,,"Yes","No",2011
"71187","Inf arthritis NEC-ankle",9,37,,"Yes","No",2011
"71188","Inf arthrit NEC-oth site",9,37,,"Yes","No",2011
"71189","Inf arthritis NEC-mult",9,37,,"Yes","No",2011
"71190","Inf arthritis NOS-unspec",9,37,,"Yes","No",2011
"71191","Inf arthritis NOS-shlder",9,37,,"Yes","No",2011
"71192","Inf arthritis NOS-up/arm",9,37,,"Yes","No",2011
"71193","Inf arthrit NOS-forearm",9,37,,"Yes","No",2011
"71194","Inf arthrit NOS-hand",9,37,,"Yes","No",2011
"71195","Inf arthrit NOS-pelvis",9,37,,"Yes","No",2011
"71196","Inf arthrit NOS-l/leg",9,37,,"Yes","No",2011
"71197","Inf arthrit NOS-ankle",9,37,,"Yes","No",2011
"71198","Inf arthrit NOS-oth site",9,37,,"Yes","No",2011
"71199","Inf arthritis NOS-mult",9,37,,"Yes","No",2011
"7140","Rheumatoid arthritis",9,38,41,"Yes","Yes",2011
"7141","Felty's syndrome",9,38,41,"Yes","Yes",2011
"7142","Syst rheum arthritis NEC",9,38,41,"Yes","Yes",2011
"71430","Juv rheum arthritis NOS",9,38,41,"Yes","Yes",2011
"71431","Polyart juv rheum arthr",9,38,41,"Yes","Yes",2011
"71432","Pauciart juv rheum arthr",9,38,41,"Yes","Yes",2011
"71433","Monoart juv rheum arthr",9,38,41,"Yes","Yes",2011
"7144","Chr postrheum arthritis",9,38,41,"Yes","Yes",2011
"71481","Rheumatoid lung",9,38,41,"Yes","Yes",2011
"71489","Inflamm polyarthrop NEC",9,38,41,"Yes","Yes",2011
"7149","Inflamm polyarthrop NOS",9,38,41,"Yes","Yes",2011
"7200","Ankylosing spondylitis",9,38,42,"Yes","Yes",2011
"7201","Spinal enthesopathy",9,38,42,"Yes","Yes",2011
"7202","Sacroiliitis NEC",9,38,42,"Yes","Yes",2011
"72081","Spondylopathy in oth dis",9,38,42,"Yes","Yes",2011
"72089","Inflam spondylopathy NEC",9,38,42,"Yes","Yes",2011
"7209","Inflam spondylopathy NOS",9,38,42,"Yes","Yes",2011
"725","Polymyalgia rheumatica",9,38,,"Yes","No",2011
"72886","Necrotizing fasciitis",9,37,,"Yes","No",2011
"73000","Ac osteomyelitis-unspec",9,37,,"Yes","No",2011
"73001","Ac osteomyelitis-shlder",9,37,,"Yes","No",2011
"73002","Ac osteomyelitis-up/arm",9,37,,"Yes","No",2011
"73003","Ac osteomyelitis-forearm",9,37,,"Yes","No",2011
"73004","Ac osteomyelitis-hand",9,37,,"Yes","No",2011
"73005","Ac osteomyelitis-pelvis",9,37,,"Yes","No",2011
"73006","Ac osteomyelitis-l/leg",9,37,,"Yes","No",2011
"73007","Ac osteomyelitis-ankle",9,37,,"Yes","No",2011
"73008","Ac osteomyelitis NEC",9,37,,"Yes","No",2011
"73009","Ac osteomyelitis-mult",9,37,,"Yes","No",2011
"73010","Chr osteomyelitis-unsp",9,37,,"Yes","No",2011
"73011","Chr osteomyelit-shlder",9,37,,"Yes","No",2011
"73012","Chr osteomyelit-up/arm",9,37,,"Yes","No",2011
"73013","Chr osteomyelit-forearm",9,37,,"Yes","No",2011
"73014","Chr osteomyelit-hand",9,37,,"Yes","No",2011
"73015","Chr osteomyelit-pelvis",9,37,,"Yes","No",2011
"73016","Chr osteomyelit-l/leg",9,37,,"Yes","No",2011
"73017","Chr osteomyelit-ankle",9,37,,"Yes","No",2011
"73018","Chr osteomyelit NEC",9,37,,"Yes","No",2011
"73019","Chr osteomyelit-mult",9,37,,"Yes","No",2011
"73020","Osteomyelitis NOS-unspec",9,37,,"Yes","No",2011
"73021","Osteomyelitis NOS-shlder",9,37,,"Yes","No",2011
"73022","Osteomyelitis NOS-up/arm",9,37,,"Yes","No",2011
"73023","Osteomyelit NOS-forearm",9,37,,"Yes","No",2011
"73024","Osteomyelitis NOS-hand",9,37,,"Yes","No",2011
"73025","Osteomyelitis NOS-pelvis",9,37,,"Yes","No",2011
"73026","Osteomyelitis NOS-l/leg",9,37,,"Yes","No",2011
"73027","Osteomyelitis NOS-ankle",9,37,,"Yes","No",2011
"73028","Osteomyelit NOS-oth site",9,37,,"Yes","No",2011
"73029","Osteomyelitis NOS-mult",9,37,,"Yes","No",2011
"73030","Periostitis-unspec",9,37,,"Yes","No",2011
"73031","Periostitis-shlder",9,37,,"Yes","No",2011
"73032","Periostitis-up/arm",9,37,,"Yes","No",2011
"73033","Periostitis-forearm",9,37,,"Yes","No",2011
"73034","Periostitis-hand",9,37,,"Yes","No",2011
"73035","Periostitis-pelvis",9,37,,"Yes","No",2011
"73036","Periostitis-l/leg",9,37,,"Yes","No",2011
"73037","Periostitis-ankle",9,37,,"Yes","No",2011
"73038","Periostitis NEC",9,37,,"Yes","No",2011
"73039","Periostitis-mult",9,37,,"Yes","No",2011
"73070","Polio osteopathy-unspec",9,37,,"Yes","No",2011
"73071","Polio osteopathy-shlder",9,37,,"Yes","No",2011
"73072","Polio osteopathy-up/arm",9,37,,"Yes","No",2011
"73073","Polio osteopathy-forearm",9,37,,"Yes","No",2011
"73074","Polio osteopathy-hand",9,37,,"Yes","No",2011
"73075","Polio osteopathy-pelvis",9,37,,"Yes","No",2011
"73076","Polio osteopathy-l/leg",9,37,,"Yes","No",2011
"73077","Polio osteopathy-ankle",9,37,,"Yes","No",2011
"73078","Polio osteopathy NEC",9,37,,"Yes","No",2011
"73079","Polio osteopathy-mult",9,37,,"Yes","No",2011
"73080","Bone infect NEC-unspec",9,37,,"Yes","No",2011
"73081","Bone infect NEC-shlder",9,37,,"Yes","No",2011
"73082","Bone infect NEC-up/arm",9,37,,"Yes","No",2011
"73083","Bone infect NEC-forearm",9,37,,"Yes","No",2011
"73084","Bone infect NEC-hand",9,37,,"Yes","No",2011
"73085","Bone infect NEC-pelvis",9,37,,"Yes","No",2011
"73086","Bone infect NEC-l/leg",9,37,,"Yes","No",2011
"73087","Bone infect NEC-ankle",9,37,,"Yes","No",2011
"73088","Bone infect NEC-oth site",9,37,,"Yes","No",2011
"73089","Bone infect NEC-mult",9,37,,"Yes","No",2011
"73090","Bone infec NOS-unsp site",9,37,,"Yes","No",2011
"73091","Bone infect NOS-shlder",9,37,,"Yes","No",2011
"73092","Bone infect NOS-up/arm",9,37,,"Yes","No",2011
"73093","Bone infect NOS-forearm",9,37,,"Yes","No",2011
"73094","Bone infect NOS-hand",9,37,,"Yes","No",2011
"73095","Bone infect NOS-pelvis",9,37,,"Yes","No",2011
"73096","Bone infect NOS-l/leg",9,37,,"Yes","No",2011
"73097","Bone infect NOS-ankle",9,37,,"Yes","No",2011
"73098","Bone infect NOS-oth site",9,37,,"Yes","No",2011
"73099","Bone infect NOS-mult",9,37,,"Yes","No",2011
"73300","Osteoporosis NOS",9,,45,"No","Yes",2011
"73301","Senile osteoporosis",9,,45,"No","Yes",2011
"73302","Idiopathic osteoporosis",9,,45,"No","Yes",2011
"73303","Disuse osteoporosis",9,,45,"No","Yes",2011
"73309","Osteoporosis NEC",9,,45,"No","Yes",2011
"73310","Path fx unspecified site",9,,45,"No","Yes",2011
"73311","Path fx humerus",9,,45,"No","Yes",2011
"73312","Path fx dstl radius ulna",9,,45,"No","Yes",2011
"73313","Path fx vertebrae",9,157,45,"Yes","Yes",2011
"73314","Path fx neck of femur",9,158,45,"Yes","Yes",2011
"73315","Path fx oth spcf prt fmr",9,158,45,"Yes","Yes",2011
"73316","Path fx tibia fibula",9,,45,"No","Yes",2011
"73319","Path fx oth specif site",9,,45,"No","Yes",2011
"73340","Asept necrosis bone NOS",9,37,38,"Yes","Yes",2011
"73341","Aseptic necrosis humerus",9,37,38,"Yes","Yes",2011
"73342","Aseptic necrosis femur",9,37,38,"Yes","Yes",2011
"73343","Asept necro femur condyl",9,37,38,"Yes","Yes",2011
"73344","Aseptic necrosis talus",9,37,38,"Yes","Yes",2011
"73345","Aseptic necrosis of jaw",9,37,38,"Yes","Yes",2011
"73349","Asept necrosis bone NEC",9,37,38,"Yes","Yes",2011
"7400","Anencephalus",9,69,72,"Yes","Yes",2011
"7401","Craniorachischisis",9,69,72,"Yes","Yes",2011
"7402","Iniencephaly",9,69,72,"Yes","Yes",2011
"74100","Spin bif w hydroceph NOS",9,69,72,"Yes","Yes",2011
"74101","Spin bif w hydrceph-cerv",9,69,72,"Yes","Yes",2011
"74102","Spin bif w hydrceph-dors",9,69,72,"Yes","Yes",2011
"74103","Spin bif w hydrceph-lumb",9,69,72,"Yes","Yes",2011
"74190","Spina bifida",9,69,72,"Yes","Yes",2011
"74191","Spina bifida-cerv",9,69,72,"Yes","Yes",2011
"74192","Spina bifida-dorsal",9,69,72,"Yes","Yes",2011
"74193","Spina bifida-lumbar",9,69,72,"Yes","Yes",2011
"7420","Encephalocele",9,69,72,"Yes","Yes",2011
"7421","Microcephalus",9,69,72,"Yes","Yes",2011
"7422","Reduction deform, brain",9,69,72,"Yes","Yes",2011
"7423","Congenital hydrocephalus",9,69,72,"Yes","Yes",2011
"7424","Brain anomaly NEC",9,69,72,"Yes","Yes",2011
"74251","Diastematomyelia",9,69,72,"Yes","Yes",2011
"74253","Hydromyelia",9,69,72,"Yes","Yes",2011
"74259","Spinal cord anomaly NEC",9,69,72,"Yes","Yes",2011
"7428","Nervous system anom NEC",9,69,72,"Yes","Yes",2011
"7429","Nervous system anom NOS",9,69,72,"Yes","Yes",2011
"74685","Coronary artery anomaly",9,,89,"No","Yes",2011
"75314","Polycyst kid-autosom rec",9,131,125,"Yes","Yes",2011
"75683","Ehlers-danlos syndrome",9,,42,"No","Yes",2011
"7581","Patau's syndrome",9,,68,"No","Yes",2011
"7582","Edwards' syndrome",9,,68,"No","Yes",2011
"75831","Cri-du-chat syndrome",9,,68,"No","Yes",2011
"75832","Velo-cardio-facial synd",9,,68,"No","Yes",2011
"75833","Microdeletions NEC",9,,68,"No","Yes",2011
"75839","Autosomal deletions NEC",9,,68,"No","Yes",2011
"7585","Autosomal anomalies NEC",9,,68,"No","Yes",2011
"7595","Tuberous sclerosis",9,10,10,"Yes","Yes",2011
"7596","Hamartoses NEC",9,10,10,"Yes","Yes",2011
"75981","Prader-willi syndrome",9,,68,"No","Yes",2011
"75982","Marfan syndrome",9,,42,"No","Yes",2011
"75983","Fragile x syndrome",9,,68,"No","Yes",2011
"77181","NB septicemia [sepsis]",9,2,,"Yes","No",2011
"78001","Coma",9,75,,"Yes","No",2011
"78003","Persistent vegtv state",9,75,,"Yes","No",2011
"78031","Febrile convulsions NOS",9,74,80,"Yes","Yes",2011
"78032","Complx febrile convulsns",9,74,80,"Yes","Yes",2011
"78033","Post traumatic seizures",9,74,80,"Yes","Yes",2011
"78039","Convulsions NEC",9,74,80,"Yes","Yes",2011
"78072","Functional quadriplegia",9,67,,"Yes","No",2011
"7854","Gangrene",9,104,,"Yes","No",2011
"78550","Shock NOS",9,79,,"Yes","No",2011
"78551","Cardiogenic shock",9,79,,"Yes","No",2011
"78552","Septic shock",9,2,,"Yes","No",2011
"78559","Shock w/o trauma NEC",9,2,,"Yes","No",2011
"7980","Sudden infant death synd",9,79,,"Yes","No",2011
"7981","Instantaneous death",9,79,,"Yes","No",2011
"7982","Death within 24 hr sympt",9,79,,"Yes","No",2011
"7989","Unattended death",9,79,,"Yes","No",2011
"79901","Asphyxia",9,79,,"Yes","No",2011
"79902","Hypoxemia",9,79,,"Yes","No",2011
"7991","Respiratory arrest",9,78,,"Yes","No",2011
"7994","Cachexia",9,21,,"Yes","No",2011
"80000","Closed skull vault fx",9,155,,"Yes","No",2011
"80001","Cl skull vlt fx w/o coma",9,155,,"Yes","No",2011
"80002","Cl skull vlt fx-brf coma",9,155,,"Yes","No",2011
"80003","Cl skull vlt fx-mod coma",9,154,,"Yes","No",2011
"80004","Cl skl vlt fx-proln coma",9,154,,"Yes","No",2011
"80005","Cl skul vlt fx-deep coma",9,154,,"Yes","No",2011
"80006","Cl skull vlt fx-coma NOS",9,155,,"Yes","No",2011
"80009","Cl skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80010","Cl skl vlt fx/cerebr lac",9,155,,"Yes","No",2011
"80011","Cl skull vlt fx w/o coma",9,155,,"Yes","No",2011
"80012","Cl skull vlt fx-brf coma",9,155,,"Yes","No",2011
"80013","Cl skull vlt fx-mod coma",9,154,,"Yes","No",2011
"80014","Cl skl vlt fx-proln coma",9,154,,"Yes","No",2011
"80015","Cl skul vlt fx-deep coma",9,154,,"Yes","No",2011
"80016","Cl skull vlt fx-coma NOS",9,155,,"Yes","No",2011
"80019","Cl skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80020","Cl skl vlt fx/mening hem",9,155,,"Yes","No",2011
"80021","Cl skull vlt fx w/o coma",9,155,,"Yes","No",2011
"80022","Cl skull vlt fx-brf coma",9,155,,"Yes","No",2011
"80023","Cl skull vlt fx-mod coma",9,154,,"Yes","No",2011
"80024","Cl skl vlt fx-proln coma",9,154,,"Yes","No",2011
"80025","Cl skul vlt fx-deep coma",9,154,,"Yes","No",2011
"80026","Cl skull vlt fx-coma NOS",9,155,,"Yes","No",2011
"80029","Cl skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80030","Cl skull vlt fx/hem NEC",9,155,,"Yes","No",2011
"80031","Cl skull vlt fx w/o coma",9,155,,"Yes","No",2011
"80032","Cl skull vlt fx-brf coma",9,155,,"Yes","No",2011
"80033","Cl skull vlt fx-mod coma",9,154,,"Yes","No",2011
"80034","Cl skl vlt fx-proln coma",9,154,,"Yes","No",2011
"80035","Cl skul vlt fx-deep coma",9,154,,"Yes","No",2011
"80036","Cl skull vlt fx-coma NOS",9,155,,"Yes","No",2011
"80039","Cl skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80040","Cl skl vlt fx/br inj NEC",9,155,,"Yes","No",2011
"80041","Cl skull vlt fx w/o coma",9,155,,"Yes","No",2011
"80042","Cl skull vlt fx-brf coma",9,155,,"Yes","No",2011
"80043","Cl skull vlt fx-mod coma",9,154,,"Yes","No",2011
"80044","Cl skl vlt fx-proln coma",9,154,,"Yes","No",2011
"80045","Cl skul vlt fx-deep coma",9,154,,"Yes","No",2011
"80046","Cl skull vlt fx-coma NOS",9,155,,"Yes","No",2011
"80049","Cl skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80050","Opn skull vault fracture",9,155,,"Yes","No",2011
"80051","Opn skul vlt fx w/o coma",9,155,,"Yes","No",2011
"80052","Opn skul vlt fx-brf coma",9,155,,"Yes","No",2011
"80053","Opn skul vlt fx-mod coma",9,154,,"Yes","No",2011
"80054","Opn skl vlt fx-proln com",9,154,,"Yes","No",2011
"80055","Opn skl vlt fx-deep coma",9,154,,"Yes","No",2011
"80056","Opn skul vlt fx-coma NOS",9,155,,"Yes","No",2011
"80059","Op skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80060","Opn skl vlt fx/cereb lac",9,155,,"Yes","No",2011
"80061","Opn skul vlt fx w/o coma",9,155,,"Yes","No",2011
"80062","Opn skul vlt fx-brf coma",9,155,,"Yes","No",2011
"80063","Opn skul vlt fx-mod coma",9,154,,"Yes","No",2011
"80064","Opn skl vlt fx-proln com",9,154,,"Yes","No",2011
"80065","Opn skl vlt fx-deep coma",9,154,,"Yes","No",2011
"80066","Opn skul vlt fx-coma NOS",9,155,,"Yes","No",2011
"80069","Op skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80070","Opn skl vlt fx/menin hem",9,155,,"Yes","No",2011
"80071","Opn skul vlt fx w/o coma",9,155,,"Yes","No",2011
"80072","Opn skul vlt fx-brf coma",9,155,,"Yes","No",2011
"80073","Opn skul vlt fx-mod coma",9,154,,"Yes","No",2011
"80074","Opn skl vlt fx-proln com",9,154,,"Yes","No",2011
"80075","Opn skl vlt fx-deep coma",9,154,,"Yes","No",2011
"80076","Opn skul vlt fx-coma NOS",9,155,,"Yes","No",2011
"80079","Op skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80080","Opn skull vlt fx/hem NEC",9,155,,"Yes","No",2011
"80081","Opn skul vlt fx w/o coma",9,155,,"Yes","No",2011
"80082","Opn skul vlt fx-brf coma",9,155,,"Yes","No",2011
"80083","Opn skul vlt fx-mod coma",9,154,,"Yes","No",2011
"80084","Opn skl vlt fx-proln com",9,154,,"Yes","No",2011
"80085","Opn skl vlt fx-deep coma",9,154,,"Yes","No",2011
"80086","Opn skul vlt fx-coma NOS",9,155,,"Yes","No",2011
"80089","Op skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80090","Op skl vlt fx/br inj NEC",9,155,,"Yes","No",2011
"80091","Opn skul vlt fx w/o coma",9,155,,"Yes","No",2011
"80092","Opn skul vlt fx-brf coma",9,155,,"Yes","No",2011
"80093","Opn skul vlt fx-mod coma",9,154,,"Yes","No",2011
"80094","Opn skl vlt fx-proln com",9,154,,"Yes","No",2011
"80095","Op skul vlt fx-deep coma",9,154,,"Yes","No",2011
"80096","Opn skul vlt fx-coma NOS",9,155,,"Yes","No",2011
"80099","Op skl vlt fx-concus NOS",9,155,,"Yes","No",2011
"80100","Clos skull base fracture",9,155,,"Yes","No",2011
